		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
591	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 16:28:46	243	0.00	0.00
592	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 16:28:46	227	0.00	0.00
593	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 17:37:34	11	0.00	0.00
594	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 17:37:34	10	0.00	0.00
595	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 18:44:43	388	0.00	0.00
596	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 18:44:43	366	0.00	0.00
597	省内	GPRS下行(流量合计)	00000000001	2013-09-27 22:14:43	0	1.00	0.00
598	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 00:14:43	402	0.00	0.00
599	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 00:14:43	394	0.00	0.00
600	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 09:07:24	146	0.00	0.00
601	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 09:07:24	144	0.00	0.00
602	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 10:52:17	30	0.00	0.00
603	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 10:52:17	25	0.00	0.00
604	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 13:00:52	51	0.00	0.00
605	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 13:00:52	57	0.00	0.00
606	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 14:57:22	17	0.00	0.00
607	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 14:57:22	15	0.00	0.00
608	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 15:05:25	312	0.00	0.00
609	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 15:05:25	151	0.00	0.00
610	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 16:54:12	18	0.00	0.00
611	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 16:54:12	23	0.00	0.00
612	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 17:05:14	23	0.00	0.00
613	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 17:05:14	29	0.00	0.00
614	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-28 18:50:40	346	0.00	0.00
615	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-28 18:50:40	393	0.00	0.00
616	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-29 00:20:40	203	0.00	0.00
617	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-29 00:20:40	211	0.00	0.00
618	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-29 10:17:18	38	0.00	0.00
619	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-29 10:17:18	32	0.00	0.00
620	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-29 17:05:16	29	0.00	0.00
621	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-29 17:05:16	30	0.00	0.00
622	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-29 18:51:35	373	0.00	0.00
623	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-29 18:51:35	396	0.00	0.00
624	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 00:21:35	103	0.00	0.00
625	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 00:21:35	104	0.00	0.00
626	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 06:40:00	523	0.00	0.00
627	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 06:40:00	523	0.00	0.00
628	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 11:22:05	164	0.00	0.00
629	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 11:22:05	166	0.00	0.00
630	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 14:20:04	13	0.00	0.00
631	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 14:20:04	18	0.00	0.00
632	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 16:35:17	60	0.00	0.00
633	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 16:35:17	55	0.00	0.00
634	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 17:36:32	145	0.00	0.00
635	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 17:36:32	141	0.00	0.00
636	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-30 19:24:23	388	0.00	0.00
637	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-30 19:24:23	653	0.00	0.00
638	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-30 21:09:37	0	0.15	0.00
639	费用合计					13.60	0.00
640	10658098	梦网月租费	10658098	2013-09-02 11:23:28	0	0.00	0.00
641	10658098	梦网月租费	10658098	2013-09-05 09:14:02	0	0.00	0.00
642	106586631	梦网按条信息费(短信呼叫)	106586631	2013-09-06 19:53:46	0	0.00	0.00
643	106586631	梦网按条信息费(短信呼叫)	106586631	2013-09-06 19:55:41	0	0.00	0.00
644	106586631	梦网按条信息费(短信呼叫)	106586631	2013-09-06 19:55:42	0	0.00	0.00
645	10658098	梦网按条信息费(短信呼叫)	10658098	2013-09-07 11:42:08	0	0.00	0.00
646	10658098	梦网月租费	10658098	2013-09-09 11:15:14	0	0.00	0.00
647	10658800	梦网按条信息费(短信呼叫)(代收费)	10658800	2013-09-11 09:21:38	0	0.00	0.00
648	10658098	梦网月租费	10658098	2013-09-12 08:53:40	0	0.00	0.00
649	10658098	梦网按条信息费(短信呼叫)	10658098	2013-09-15 10:09:01	0	0.00	0.00
650	10658098	梦网月租费	10658098	2013-09-16 12:32:04	0	0.00	0.00
651	10657061	梦网ICP短信上行（短信呼叫）(代收费)	10657061	2013-09-18 20:25:19	0	0.15	0.00
652	10658098	梦网月租费	10658098	2013-09-19 11:53:39	0	0.00	0.00
653	106585103	梦网按条信息费(短信呼叫)(代收费)	106585103	2013-09-22 18:04:35	0	0.00	0.00
654	106585103	梦网按条信息费(短信呼叫)(代收费)	106585103	2013-09-22 18:04:35	0	0.00	0.00
655	10658098	梦网月租费	10658098	2013-09-23 13:08:20	0	0.00	0.00
656	10658139	梦网按条信息费(短信呼叫)(代收费)	10658139	2013-09-25 11:48:18	0	0.00	0.00
657	10658098	梦网月租费	10658098	2013-09-26 11:08:33	0	0.00	0.00
658	1065706199	梦网月租费(代收费)	1065706199	2013-09-26 16:06:34	0	8.00	0.00
659	10658098	梦网月租费	10658098	2013-09-30 12:50:24	0	0.00	0.00
660	10658018	梦网按条信息费(短信呼叫)(代收费)	10658018	2013-09-30 15:42:10	0	0.00	0.00
661	费用合计					8.15	0.00
