		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
605	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-18 16:40:49	11	0.00	0.00
606	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-18 16:44:03	224	0.00	0.00
607	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-18 16:44:03	217	0.00	0.00
608	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-19 00:14:03	509	0.00	0.00
609	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-19 00:14:03	145	0.00	0.00
610	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-19 11:01:17	2016	0.00	0.00
611	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-19 11:01:17	1219	0.00	0.00
612	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-19 21:02:03	0	0.15	0.00
613	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-19 21:02:44	0	0.15	0.00
614	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-19 21:03:58	0	0.15	0.00
615	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-20 00:01:17	312	0.00	0.00
616	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-20 00:01:17	201	0.00	0.00
617	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-20 10:01:17	421	0.00	0.00
618	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-20 10:01:17	718	0.00	0.00
619	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-20 16:48:05	192	0.00	0.00
620	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-20 16:48:05	184	0.00	0.00
621	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-21 00:18:05	141	0.00	0.00
622	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-21 00:18:05	180	0.00	0.00
623	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-21 09:33:19	19	0.00	0.00
624	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-21 09:33:19	13	0.00	0.00
625	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-21 10:03:19	135	0.00	0.00
626	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-21 10:03:19	146	0.00	0.00
627	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-21 13:50:45	0	0.15	0.00
628	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-21 15:59:57	159	0.00	0.00
629	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-21 15:59:57	172	0.00	0.00
630	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-21 18:07:33	14	0.00	0.00
631	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-21 18:07:33	7	0.00	0.00
632	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-21 18:08:34	274	0.00	0.00
633	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-21 18:08:34	291	0.00	0.00
634	揭阳	普通短信发（短信呼叫）	13592902345	2013-10-21 20:09:11	0	0.15	0.00
635	揭阳	普通短信发（短信呼叫）	13592902345	2013-10-21 20:14:17	0	0.15	0.00
636	揭阳	普通短信发（短信呼叫）	13592902345	2013-10-21 20:18:07	0	0.15	0.00
637	揭阳	普通短信发（短信呼叫）	13592902345	2013-10-21 20:27:26	0	0.15	0.00
638	揭阳	普通短信发（短信呼叫）	13592902345	2013-10-21 20:37:35	0	0.15	0.00
639	揭阳	普通短信发（短信呼叫）	13592902345	2013-10-21 20:40:08	0	0.15	0.00
640	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-22 00:08:34	446	0.00	0.00
641	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-22 00:08:34	436	0.00	0.00
642	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-22 11:13:40	215	0.00	0.00
643	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-22 11:13:40	198	0.00	0.00
644	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-22 15:34:48	1130	0.00	0.00
645	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-22 15:34:48	1125	0.00	0.00
646	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-22 21:16:03	0	0.15	0.00
647	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-23 00:04:48	484	0.00	0.00
648	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-23 00:04:48	474	0.00	0.00
649	省内	GPRS下行(流量合计)	00000000001	2013-10-23 01:04:48	0	1.00	0.00
650	省内	GPRS下行(流量合计)	00000000001	2013-10-23 11:38:15	0	1.00	0.00
651	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-23 11:38:15	642	0.00	0.00
652	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-23 11:38:15	633	0.00	0.00
653	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-23 15:52:14	6	0.00	0.00
654	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-23 15:52:14	11	0.00	0.00
655	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-23 15:56:50	6	0.00	0.00
656	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-23 15:56:50	10	0.00	0.00
657	省内	GPRS下行(流量合计)	00000000001	2013-10-23 17:05:09	0	1.00	0.00
658	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-23 17:05:09	269	0.00	0.00
659	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-23 17:05:09	302	0.00	0.00
660	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-24 00:05:09	522	0.00	0.00
661	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-24 00:05:09	534	0.00	0.00
662	省内	GPRS下行(流量合计)	00000000001	2013-10-24 02:35:09	0	1.00	0.00
663	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-24 11:38:26	85	0.00	0.00
664	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-24 11:38:26	99	0.00	0.00
665	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-24 14:30:10	1025	0.00	0.00
666	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-24 14:30:10	1323	0.00	0.00
667	省内	GPRS下行(流量合计)	00000000001	2013-10-24 15:00:10	0	1.00	0.00
668	省内	GPRS下行(流量合计)	00000000001	2013-10-24 19:30:10	0	1.00	0.00
669	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-24 21:14:27	0	0.15	0.00
670	省内	GPRS下行(流量合计)	00000000001	2013-10-24 23:00:10	0	1.00	0.00
671	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-25 00:00:10	1153	0.00	0.00
672	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-25 00:00:10	1159	0.00	0.00
673	省内	GPRS下行(流量合计)	00000000001	2013-10-25 04:30:10	0	1.00	0.00
674	省内	GPRS下行(流量合计)	00000000001	2013-10-25 09:00:10	0	1.00	0.00
675	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-25 11:39:29	1142	0.00	0.00
676	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-25 11:39:29	680	0.00	0.00
677	省内	GPRS下行(流量合计)	00000000001	2013-10-25 13:09:29	0	1.00	0.00
678	省内	GPRS下行(流量合计)	00000000001	2013-10-25 21:39:29	0	1.00	0.00
679	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-26 00:09:29	401	0.00	0.00
680	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-26 00:09:29	397	0.00	0.00
681	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-26 10:12:32	937	0.00	0.00
682	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-26 10:12:32	959	0.00	0.00
683	省内	GPRS下行(流量合计)	00000000001	2013-10-26 12:42:32	0	1.00	0.00
684	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-26 20:23:06	0	0.15	0.00
685	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-26 20:23:27	0	0.15	0.00
686	省内	GPRS下行(流量合计)	00000000001	2013-10-26 20:42:32	0	1.00	0.00
687	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-27 00:12:32	270	0.00	0.00
688	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-27 00:12:32	265	0.00	0.00
689	省内	GPRS下行(流量合计)	00000000001	2013-10-27 06:12:32	0	1.00	0.00
690	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-27 10:12:32	721	0.00	0.00
691	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-27 10:12:32	640	0.00	0.00
692	省内	GPRS下行(流量合计)	00000000001	2013-10-27 17:12:32	0	1.00	0.00
693	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-28 00:12:32	166	0.00	0.00
694	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-28 00:12:32	184	0.00	0.00
695	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-28 10:40:41	853	0.00	0.00
696	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-28 10:40:41	1030	0.00	0.00
697	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-29 00:10:41	215	0.00	0.00
698	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-29 00:10:41	212	0.00	0.00
699	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-29 11:35:32	781	0.00	0.00
700	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-29 11:35:32	837	0.00	0.00
701	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-29 20:27:21	0	0.15	0.00
702	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-29 20:27:47	0	0.15	0.00
703	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-29 20:27:50	0	0.15	0.00
704	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-30 00:31:32	187	0.00	0.00
705	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-30 00:31:32	178	0.00	0.00
706	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-30 10:27:35	633	0.00	0.00
707	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-30 10:27:35	756	0.00	0.00
708	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-31 00:27:35	311	0.00	0.00
709	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-31 00:27:35	301	0.00	0.00
710	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-31 10:58:40	77	0.00	0.00
711	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-31 10:58:40	154	0.00	0.00
712	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-31 16:37:08	1115	0.00	0.00
713	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-31 16:37:08	862	0.00	0.00
714	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-31 21:01:07	0	0.15	0.00
715	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-31 21:01:22	0	0.15	0.00
716	费用合计					19.80	0.00
717	10658098	梦网月租费	10658098	2013-10-03 11:08:50	0	0.00	0.00
718	106586631	梦网按条信息费(短信呼叫)	106586631	2013-10-05 09:12:20	0	0.00	0.00
719	106586631	梦网按条信息费(短信呼叫)	106586631	2013-10-05 09:12:21	0	0.00	0.00
720	106586631	梦网按条信息费(短信呼叫)	106586631	2013-10-05 09:12:23	0	0.00	0.00
721	10658098	梦网月租费	10658098	2013-10-07 11:21:41	0	0.00	0.00
722	10658098	梦网月租费	10658098	2013-10-10 15:23:11	0	0.00	0.00
723	10658098	梦网按条信息费(短信呼叫)	10658098	2013-10-11 10:31:34	0	0.00	0.00
724	10658098	梦网月租费	10658098	2013-10-14 11:19:09	0	0.00	0.00
725	10658098	梦网月租费	10658098	2013-10-16 08:52:16	0	0.00	0.00
726	10658139	梦网按条信息费(短信呼叫)(代收费)	10658139	2013-10-16 10:18:56	0	0.00	0.00
727	10658098	梦网月租费	10658098	2013-10-17 08:44:37	0	0.00	0.00
728	10658098	梦网月租费	10658098	2013-10-21 10:25:06	0	0.00	0.00
729	10658098	梦网月租费	10658098	2013-10-23 08:51:48	0	0.00	0.00
730	10658098	梦网月租费	10658098	2013-10-24 09:03:13	0	0.00	0.00
731	1065706199	梦网月租费(代收费)	1065706199	2013-10-26 10:32:11	0	8.00	0.00
732	10658098	梦网月租费	10658098	2013-10-28 11:38:49	0	0.00	0.00
733	10658098	梦网月租费	10658098	2013-10-29 16:05:45	0	0.00	0.00
734	10658098	梦网月租费	10658098	2013-10-30 17:24:07	0	0.00	0.00
735	10658098	梦网月租费	10658098	2013-10-31 13:27:06	0	0.00	0.00
736	费用合计					8.00	0.00
