		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
591	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-25 19:44:10	204	0.00	0.00
592	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 00:14:10	31	0.00	0.00
593	省内	GPRS下行(流量合计)	00000000001	2013-08-26 00:14:10	0	1.00	0.00
594	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 00:14:10	59	0.00	0.00
595	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 02:19:37	447	0.00	0.00
596	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 02:19:37	723	0.00	0.00
597	省内	GPRS下行(流量合计)	00000000001	2013-08-26 07:49:37	0	1.00	0.00
598	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 09:10:13	20	0.00	0.00
599	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 09:10:13	25	0.00	0.00
600	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 10:57:58	56	0.00	0.00
601	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 10:57:58	77	0.00	0.00
602	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 13:23:36	315	0.00	0.00
603	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 13:23:36	416	0.00	0.00
604	省内	GPRS下行(流量合计)	00000000001	2013-08-26 16:53:36	0	1.00	0.00
605	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 19:25:44	271	0.00	0.00
606	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 19:25:44	417	0.00	0.00
607	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-26 23:24:02	53	0.00	0.00
608	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-26 23:24:02	46	0.00	0.00
609	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-27 00:24:02	204	0.00	0.00
610	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-27 00:24:02	197	0.00	0.00
611	省内	GPRS下行(流量合计)	00000000001	2013-08-27 02:24:02	0	1.00	0.00
612	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-27 08:48:44	14	0.00	0.00
613	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-27 08:48:44	16	0.00	0.00
614	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-27 09:15:26	7	0.00	0.00
615	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-27 09:15:26	8	0.00	0.00
616	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-27 11:18:32	19	0.00	0.00
617	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-27 11:18:32	18	0.00	0.00
618	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-27 12:45:50	95	0.00	0.00
619	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-27 12:45:50	108	0.00	0.00
620	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-27 19:24:21	349	0.00	0.00
621	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-27 19:24:21	594	0.00	0.00
622	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-27 21:15:39	0	0.15	0.00
623	省内	GPRS下行(流量合计)	00000000001	2013-08-27 21:24:21	0	1.00	0.00
624	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-28 00:24:21	182	0.00	0.00
625	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-28 00:24:21	381	0.00	0.00
626	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-28 09:12:19	16	0.00	0.00
627	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-28 09:12:19	149	0.00	0.00
628	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-28 11:25:50	10	0.00	0.00
629	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-28 11:25:50	17	0.00	0.00
630	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-28 12:47:26	295	0.00	0.00
631	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-28 12:47:26	334	0.00	0.00
632	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-28 19:32:43	261	0.00	0.00
633	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-28 19:32:43	714	0.00	0.00
634	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 00:02:43	129	0.00	0.00
635	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 00:02:43	166	0.00	0.00
636	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 09:11:38	14	0.00	0.00
637	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 09:11:38	16	0.00	0.00
638	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 10:46:45	521	0.00	0.00
639	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 10:46:45	86	0.00	0.00
640	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 11:38:41	8	0.00	0.00
641	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 11:38:41	12	0.00	0.00
642	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 11:59:40	11	0.00	0.00
643	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 11:59:40	18	0.00	0.00
644	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 12:07:27	4	0.00	0.00
645	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 12:07:27	9	0.00	0.00
646	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 12:15:11	7	0.00	0.00
647	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 12:15:11	34	0.00	0.00
648	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 13:04:18	149	0.00	0.00
649	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 13:04:18	139	0.00	0.00
650	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 17:03:30	42	0.00	0.00
651	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 17:03:30	36	0.00	0.00
652	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 18:49:07	141	0.00	0.00
653	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 18:49:07	181	0.00	0.00
654	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-29 21:13:53	0	0.15	0.00
655	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-29 21:57:30	226	0.00	0.00
656	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-29 21:57:30	180	0.00	0.00
657	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 00:27:30	571	0.00	0.00
658	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 00:27:30	1402	0.00	0.00
659	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 09:23:16	11	0.00	0.00
660	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 09:23:16	18	0.00	0.00
661	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 11:37:52	16	0.00	0.00
662	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 11:37:52	23	0.00	0.00
663	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 12:57:47	12	0.00	0.00
664	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 12:57:47	20	0.00	0.00
665	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 13:46:09	61	0.00	0.00
666	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 13:46:09	107	0.00	0.00
667	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 18:49:19	30	0.00	0.00
668	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 18:49:19	27	0.00	0.00
669	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-30 19:16:56	395	0.00	0.00
670	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-30 19:16:56	1512	0.00	0.00
671	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 00:16:56	304	0.00	0.00
672	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 00:16:56	661	0.00	0.00
673	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 09:14:45	15	0.00	0.00
674	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 09:14:45	15	0.00	0.00
675	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 10:13:35	7	0.00	0.00
676	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 10:13:35	17	0.00	0.00
677	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 11:23:44	12	0.00	0.00
678	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 11:23:44	20	0.00	0.00
679	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 12:53:00	16	0.00	0.00
680	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 12:53:00	26	0.00	0.00
681	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 13:21:20	3558	0.00	0.00
682	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 13:21:20	236	0.00	0.00
683	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-31 19:11:02	996	0.00	0.00
684	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-31 19:11:02	3344	0.00	0.00
685	揭阳	普通短信发（短信呼叫）	13592901522	2013-08-31 20:02:36	0	0.15	0.00
686	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-31 21:08:48	0	0.15	0.00
687	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-31 21:09:15	0	0.15	0.00
688	费用合计					17.55	0.00
689	10658098	梦网月租费	10658098	2013-08-01 08:53:26	0	0.00	0.00
690	10658098	梦网月租费	10658098	2013-08-05 08:43:21	0	0.00	0.00
691	10658098	梦网月租费	10658098	2013-08-08 08:59:03	0	0.00	0.00
692	10658098	梦网月租费	10658098	2013-08-12 09:01:08	0	0.00	0.00
693	10658098	梦网月租费	10658098	2013-08-15 08:53:10	0	0.00	0.00
694	10658899	梦网ICP短信上行（短信呼叫）(代收费)	10658899	2013-08-16 13:08:55	0	0.15	0.00
695	400120002000	172业务或PDA门户业务(代收费)	400120002000	2013-08-16 13:11:38	0	0.00	2.00
696	10658899	梦网按条信息费(短信呼叫)(代收费)	10658899	2013-08-16 13:11:39	0	0.00	0.00
697	10658139	梦网按条信息费(短信呼叫)(代收费)	10658139	2013-08-18 09:18:58	0	0.00	0.00
698	10658098	梦网月租费	10658098	2013-08-19 08:28:07	0	0.00	0.00
699	10658098	梦网月租费	10658098	2013-08-22 09:24:19	0	0.00	0.00
700	10658899	梦网ICP短信上行（短信呼叫）(代收费)	10658899	2013-08-23 17:23:30	0	0.15	0.00
701	10658899	梦网ICP短信上行（短信呼叫）(代收费)	10658899	2013-08-25 12:36:55	0	0.15	0.00
702	400120006000	172业务或PDA门户业务(代收费)	400120006000	2013-08-25 12:41:14	0	0.00	6.00
703	10658899	梦网按条信息费(短信呼叫)(代收费)	10658899	2013-08-25 12:41:15	0	0.00	0.00
704	10658098	梦网按条信息费(短信呼叫)	10658098	2013-08-25 12:42:58	0	0.00	0.00
705	10658098	梦网月租费	10658098	2013-08-26 10:09:55	0	0.00	0.00
706	10658899	梦网ICP短信上行（短信呼叫）(代收费)	10658899	2013-08-26 23:15:14	0	0.15	0.00
707	400120004000	172业务或PDA门户业务(代收费)	400120004000	2013-08-26 23:16:16	0	0.00	4.00
708	10658899	梦网按条信息费(短信呼叫)(代收费)	10658899	2013-08-26 23:16:17	0	0.00	0.00
709	10658098	梦网月租费	10658098	2013-08-29 09:00:56	0	0.00	0.00
710	10658688	梦网按条信息费(短信呼叫)(代收费)	10658688	2013-08-30 14:56:12	0	0.00	0.00
711	费用合计					0.60	12.00
